day,kosakata,hiragana,arti,contoh1,arti_contoh1,contoh2,arti_contoh2
4,懐[なつ]かしい,,NOSTALGIA; RINDU MASA LALU,この歌[うた]を聞[き]くと懐[なつ]かしいです。,"KETIKA MENDENGAR LAGU INI, SAYA MERASA NOSTALGIA。",昔[むかし]の写真[しゃしん]を見[み]て懐[なつ]かしくなりました。,SAYA MENJADI RINDU MASA LALU SETELAH MELIHAT FOTO LAMA。
4,粘[ねば]り強[づよ]い,,TEKUN; PANTANG MENYERAH,彼[かれ]は粘[ねば]り強[づよ]い人[ひと]です。,DIA ADALAH ORANG YANG PANTANG MENYERAH。,粘[ねば]り強[づよ]く練習[れんしゅう]してください。,TOLONG BERLATIH DENGAN TEKUN。
4,鈍[にぶ]い,,TUMPUL; LAMBAT,この包丁[ほうちょう]は鈍[にぶ]いです。,PISAU DAPUR INI TUMPUL。,彼[かれ]は反応[はんのう]が鈍[にぶ]いです。,REAKSINYA LAMBAT。
4,憎[にく]らしい,,MENYEBALKAN; MENJENGKELKAN,あの子[こ]は時々[ときどき]憎[にく]らしいです。,ANAK ITU TERKADANG MENYEBALKAN。,彼[かれ]の憎[にく]らしい態度[たいど]に腹[はら]が立[た]ちました。,SAYA MENJADI KESAL TERHADAP SIKAPNYA YANG MENYEBALKAN。
4,のろい,,LAMBAT,このパソコンは動[うご]きがのろいです。,KOMPUTER INI BERJALAN LAMBAT。,彼[かれ]は歩[ある]くのがのろいです。,DIA BERJALAN DENGAN LAMBAT。
4,ぬるい,,HANGAT-HANGAT KUKU,お茶[ちゃ]がぬるいです。,TEH INI HANGAT-HANGAT KUKU。,ぬるい水[みず]で手[て]を洗[あら]いました。,SAYA MENCUCI TANGAN DENGAN AIR HANGAT-HANGAT KUKU。
4,可笑[おか]しい,,ANEH; LUCU,彼[かれ]の話[はなし]は可笑[おか]しいです。,CERITANYA LUCU。,何[なに]か可笑[おか]しいと思[おも]います。,SAYA RASA ADA SESUATU YANG ANEH。
4,思[おも]いがけない,,TIDAK TERDUGA,思[おも]いがけないプレゼントをもらいました。,SAYA MENDAPATKAN HADIAH YANG TIDAK TERDUGA。,思[おも]いがけない場所[ばしょ]で友達[ともだち]に会[あ]いました。,SAYA BERTEMU TEMAN DI TEMPAT YANG TIDAK TERDUGA。
4,幼[おさな]い,,MASIH KECIL; KEKANAK-KANAKAN,幼[おさな]い子供[こども]が遊[あそ]んでいます。,ANAK KECIL SEDANG BERMAIN。,幼[おさな]い頃[ころ]の夢[ゆめ]を覚[おぼ]えています。,SAYA MASIH MENGINGAT MIMPI MASA KECIL SAYA。
4,惜[お]しい,,SAYANG; DISAYANGKAN,もう少[すこ]しで成功[せいこう]だったので、惜[お]しかったです。,"SAYANG SEKALI, PADAHAL HAMPIR BERHASIL。",この試合[しあい]は惜[お]しかったです。,SANGAT DISAYANGKAN DALAM PERTANDINGAN INI。
4,恐[おそ]ろしい,,MENAKUTKAN; MENGERIKAN,恐[おそ]ろしい話[はなし]を聞[き]きました。,SAYA MENDENGAR CERITA YANG MENGERIKAN。,それは恐[おそ]ろしい出来事[できごと]でした。,ITU ADALAH KEJADIAN YANG MENGERIKAN。
5,大人[おとな]しい,,PENURUT; TENANG,この犬[いぬ]は大人[おとな]しいです。,ANJING INI TENANG DAN PENURUT。,彼女[かのじょ]は子供[こども]の頃[ころ]から大人[おとな]しかったです。,DIA SEJAK KECIL ADALAH ANAK YANG TENANG。
5,寂[さび]しい,,KESEPIAN; SEPI,一人[ひとり]なので寂[さび]しいです。,"KARENA SENDIRIAN, SAYA MERASA KESEPIAN。",友達[ともだち]が帰[かえ]って寂[さび]しくなりました。,"SETELAH TEMAN SAYA PULANG, SAYA MENJADI KESEPIAN。"
5,寒[さむ]い,,DINGIN,今日[きょう]は寒[さむ]いです。,HARI INI DINGIN。,寒[さむ]い朝[あさ]にコートを着[き]ます。,"PADA PAGI YANG DINGIN, SAYA MEMAKAI MANTEL。"
5,狭[せま]い,,SEMPIT,この部屋[へや]は狭[せま]いです。,KAMAR INI SEMPIT。,狭[せま]い道[みち]を歩[ある]きました。,SAYA BERJALAN DI JALAN YANG SEMPIT。
5,切[せつ]ない,,MENYAYAT HATI; SEDIH,この歌[うた]を聞[き]くと切[せつ]ない気持[きも]ちになります。,"KETIKA MENDENGAR LAGU INI, SAYA MERASA SEDIH DAN TERHARU。",切[せつ]ない思[おも]い出[で]があります。,SAYA MEMILIKI KENANGAN YANG MENYAYAT HATI。
5,四角[しかく]い,,PERSEGI; BERBENTUK KOTAK,この箱[はこ]は四角[しかく]いです。,KOTAK INI BERBENTUK PERSEGI。,四角[しかく]いテーブルを買[か]いました。,SAYA MEMBELI MEJA BERBENTUK KOTAK。
5,仕方[しかた]ない,,TIDAK ADA PILIHAN; TIDAK BISA DIAPA-APAKAN,雨[あめ]なので、仕方[しかた]ないです。,"KARENA HUJAN, TIDAK ADA PILIHAN。",電車[でんしゃ]が来[こ]ないので、歩[ある]くしかありません。仕方[しかた]ないですね。,"KARENA KERETA TIDAK DATANG, TIDAK ADA PILIHAN SELAIN BERJALAN KAKI。"
5,塩辛[しおから]い,,ASIN,このスープは塩辛[しおから]いです。,SUP INI TERLALU ASIN。,塩辛[しおから]い食[た]べ物[もの]をあまり食[た]べません。,SAYA TIDAK TERLALU SERING MAKAN MAKANAN ASIN。
5,親[した]しい,,AKRAB,彼[かれ]は私[わたし]の親[した]しい友達[ともだち]です。,DIA ADALAH TEMAN DEKAT SAYA。,親[した]しい人[ひと]と話[はな]しました。,SAYA BERBICARA DENGAN ORANG YANG AKRAB DENGAN SAYA。
5,しつこい,,PERSISTEN; MENYEBALKAN KARENA TERUS-MENERUS,同[おな]じ質問[しつもん]を何度[なんど]もしないでください。しつこいです。,JANGAN TERUS-MENERUS MENANYAKAN PERTANYAAN YANG SAMA. ITU MENGGANGGU。,この汚[よご]れはしつこくて落[お]ちません。,NODA INI MEMBANDEL DAN TIDAK HILANG。
5,そそっかしい,,CEROBOR; TERGESA-GESA,私[わたし]は少[すこ]しそそっかしいです。,SAYA SEDIKIT CEROBOR。,そそっかしいので、よく物[もの]を忘[わす]れます。,"KARENA SAYA CEROBOR, SAYA SERING MELUPAKAN BARANG。"
5,騒々[そうぞう]しい,,BISING; RIBUT,外[そと]が騒々[そうぞう]しいです。,DI LUAR SANGAT BISING。,騒々[そうぞう]しい場所[ばしょ]では勉強[べんきょう]できません。,SAYA TIDAK BISA BELAJAR DI TEMPAT YANG BISING。
5,素晴[すば]らしい,,LUAR BIASA; INDAH,素晴[すば]らしい景色[けしき]ですね。,PEMANDANGANNYA LUAR BIASA YA。,あなたの日本語[にほんご]は素晴[すば]らしいです。,BAHASA JEPANG ANDA LUAR BIASA。
5,凄[すご]い,,HEBAT; LUAR BIASA,この映画[えいが]は凄[すご]いです。,FILM INI LUAR BIASA。,凄[すご]い速[はや]さで走[はし]っています。,DIA BERLARI DENGAN KECEPATAN YANG LUAR BIASA。
5,酸[す]っぱい,,ASAM,このレモンは酸[す]っぱいです。,LEMON INI ASAM。,酸[す]っぱい食[た]べ物[もの]が苦手[にがて]です。,SAYA TIDAK SUKA MAKANAN ASAM。
5,鋭[するど]い,,TAJAM,このナイフは鋭[するど]いです。,PISAU INI TAJAM。,彼[かれ]は鋭[するど]い質問[しつもん]をしました。,DIA MENGAJUKAN PERTANYAAN YANG TAJAM。
5,涼[すず]しい,,SEJUK,今日[きょう]は涼[すず]しいです。,HARI INI SEJUK。,涼[すず]しい風[かぜ]が吹[ふ]いています。,ANGIN SEJUK SEDANG BERTIUP。
5,堪[たま]らない,,TIDAK TERTAHANKAN; SANGAT,この匂[にお]いが堪[たま]らないです。,BAU INI TIDAK TERTAHANKAN。,お腹[なか]が空[す]いて堪[たま]らないです。,SAYA SANGAT LAPAR HINGGA TIDAK TERTAHANKAN。
5,とんでもない,,TIDAK MASUK AKAL; LUAR BIASA,とんでもない話[はなし]です。,ITU ADALAH CERITA YANG TIDAK MASUK AKAL。,「ありがとうございます」「とんでもないです」,"""TERIMA KASIH."" ""TIDAK PERLU BERTERIMA KASIH."""
5,遠[とお]い,,JAUH,駅[えき]はここから遠[とお]いです。,STASIUN JAUH DARI SINI。,遠[とお]い場所[ばしょ]に住[す]んでいます。,SAYA TINGGAL DI TEMPAT YANG JAUH。
6,冷[つめ]たい,,DINGIN,冷[つめ]たい水[みず]を飲[の]みます。,SAYA MINUM AIR DINGIN。,冬[ふゆ]の水[みず]はとても冷[つめ]たいです。,AIR PADA MUSIM DINGIN SANGAT DINGIN。
6,辛[つら]い,,BERAT; MENYAKITKAN,今[いま]は辛[つら]い時[とき]です。,SEKARANG ADALAH MASA YANG BERAT。,辛[つら]い経験[けいけん]をしました。,SAYA MENGALAMI PENGALAMAN YANG MENYAKITKAN。
6,美味[うま]い / 旨[うま]い,,ENAK; LEZAT,このラーメンは美味[うま]いです。,RAMEN INI ENAK。,この料理[りょうり]は旨[うま]いです。,MASAKAN INI LEZAT。
6,羨[うらや]ましい,,IRI; CEMBURU,日本[にほん]に住[す]んでいて羨[うらや]ましいです。,SAYA IRI KARENA KAMU TINGGAL DI JEPANG。,彼[かれ]の才能[さいのう]が羨[うらや]ましいです。,SAYA IRI DENGAN BAKATNYA。
